"SKU_","Description","Price_EX","AvailableStock","Category_Code","Category_Description","Group","Brand"
"#CON003","HDMI TO VGA + YRG CONVERTER",1700.0000,0.00,"ADA","ADAPTORS","HDMI","MLINK"
"001-C02-003-10M","10M BLISTER PACK CABLE RG6U",66.5800,0.00,"CCT","CCTV","",""
"001-R15-432","SATELITE DSTV POWER SUPPLY",83.0800,0.00,"SAT","SATELITE TV CONPONENTS","TV","GENERIC"
"001-R15-440","DSTV UNIVERSAL REMOTE",101.5400,0.00,"SAT","SATELITE TV CONPONENTS","","OEM"
"001-R15-446","DSTV REMOTE R8",61.5400,0.00,"SAT","SATELITE TV CONPONENTS","","OEM"
"00216740","NORTON 360 DELUXE 3 DEVICES 1 USER 25GB",280.0000,0.00,"SW","SOFTWARE","","NORTON"
"009-R15-445","DSTV REMOTE R8",192.3100,0.00,"SAT","SATELITE TV CONPONENTS","","OEM"
"01-B","RGB MICROPHONE",343.7500,0.00,"AC","ACCESSORIES","","M-LINK"
"01011475","EPSON COMPATIBLE FX2190 NYLON BLK RIBBON",116.1700,0.00,"GCA","GENERIC CARTRIDGES","INK","EPSON"
"012","GIGABYTE NVIDIA GEFORCE RTX 5060 WINDFOR",9370.0800,0.00,"","","",""
"025L","SM BABY SCHOOL BAG",100.0000,0.00,"NB","NOTEBOOK ACCESORIES","RAND","MLINK"
"04010101","MICROWORLD MEQ-037 WIRELESS MOUSE BLACK",137.0100,0.00,"MS","MOUSE","","MICROWORLD"
"04081-00320900 OW","ASUS CAMERA HD RGB/IR ARRAY MIC CR",668.3300,0.00,"CCT","CCTV","CAM","ASUS"
"062658","DURACELL 6PACK HEARING AID 312 BATTERIES",133.9500,1.00,"CON","CONSUMABLES","BAT","DURACELL"
"0727C067AA","CANON MG2541S GREY ALL-IN-ONE INKJET PRI",713.2500,0.00,"PR","PRINTERS","INK","CANON"
"0A001-00081400 OW","ADAPTER 150W 20V 3P(6PHI)",1017.1400,0.00,"PSU","POWER SUPPLY UNITS","",""
"1 TO 4 PWM","FAN SPLITTER 4 PIN ADAPTER",900.0000,0.00,"CAB","CABLES","","MICROWORLD"
"1.0.01.04.38023","DAHUA 4MP IR FIXED-FOCAL BULLET WIZSENSE",1910.0000,0.00,"CCT","CCTV","",""
"10/10A","6WAY (SG-3+3/ 6NS2) - MULTIPLUG",96.4600,0.00,"LP","LIGHTNING PROTECTORS","MPLUG","SELECTRIX"
"100-  100001590BOX","AMD RYZEN 7 8700F 7 8000 SERIES 8-CORE/",5907.1400,0.00,"CPU","PROCESSORS","RYZEN7","AMD"
"100-100000065BOX","AMD RYZEN 5 5600X 6-CORE 3.7GHZ AM4",3712.0000,0.00,"CPU","PROCESSORS","RYZEN5","AMD"
"100-100000144BOX","AMD RYZEN 3 4300G 6-CORE 3.8GHZ AM4",2104.0000,0.00,"CPU","PROCESSORS","",""
"100-100000263BOX","AMD RYZEN 7 5700G 8-CORE 4.6GHZ AM4",4398.6700,0.00,"CPU","PROCESSORS","RYZEN7","AMD"
"100-100000457BOX","AMD RYZEN 5 5500 6-CORE3.6GHZ AM4",1938.6700,0.00,"CPU","PROCESSORS","RYZEN5","AMD"
"100-100000510BOX","AMD RYZEN 3 4100 4-CORE 3.8GHZ AM4",1732.0000,0.00,"CPU","PROCESSORS","",""
"100-100000591WOF","AMD RYZEN 7 7700 AM5 CPU; 8 CORE/16 THRE",7552.0000,0.00,"CPU","PROCESSORS","",""
"100-100000644BOX","AMD RYZEN 5 4500 7NM SKT AM4 CPU 6 CORE",1742.6700,0.00,"CPU","PROCESSORS","RYZEN5","AMD"
"100-100000926WOF","RYZEN 7 8C/16T 5700X 3.4/4.6GHZ",4630.6700,0.00,"CPU","PROCESSORS","",""
"100-100000927BOX","AMD RYZEN 5 5600 7NM SKT AM4 CPU",2413.3300,0.00,"CPU","PROCESSORS","","AMD"
"100-100001084WOF","AMD RYZEN™ 7 9800X3D SERIES PROCESSOR",10678.6700,0.00,"CPU","PROCESSORS","","RYZEN"
"100-100001236BOX","AMD AM5 RYZEN 7 8700G 4.2GHZ 8-C",7233.3300,0.00,"CPU","PROCESSORS","",""
"100-100001277WOF","AMD RYZEN 9 9950X 16-CORE 4.3GHZ AM5 CPU",16474.0200,0.00,"CPU","PROCESSORS","","AMD"
"100-100001404WOF","AMD AM5 RYZEN 7 9700X 3.8GHZ 8-C",8502.3600,0.00,"CPU","PROCESSORS","","RYZEN"
"100-100001405WOF","AMD AM5 RYZEN 5 9600X 3.9GHZ 6-C",4897.7800,0.00,"CPU","PROCESSORS","","AMD"
"100-100001489BOX","AMD RYZEN 5 5500GT 6-CORE 3.6GHZ AM4 CPU",2936.0000,0.00,"CPU","PROCESSORS","",""
"100-100001585BOX","AMD RYZEN 5 5600XT 6-CORE 3.7GHZ AM4 CPU",3680.0000,0.00,"CPU","PROCESSORS","RYZEN5","AMD"
"100-100001591BOX","AMD RYZEN 5 8400F X4NM TSMC AM5 CPU",3981.1000,0.00,"CPU","PROCESSORS","","AMD"
"101IN900GW00","INPHIC WIRED BT5 2.4GHZ RECHARGEABLE MS",347.8300,0.00,"MS","MOUSE","","MLINK"
"101X2P00G000","INPHIC 2.4G+ BT 5.0/4.0 RECHARGEABLE MS",347.8300,0.00,"MS","MOUSE","","MLINK"
"101X5000T000","INPHIC CRYSTAL TRANSPARENT 2.4G MOUSE",286.9500,2.00,"MS","MOUSE","","MLINK"
"105064","PORT HANOI II - CLAMSHELL - 15.6INCH BLK",411.0000,0.00,"NB","NOTEBOOK ACCESORIES","CLAM","PORT"
"105220","PORT NB SLEEVE PORTLAND",236.0000,0.00,"NB","NOTEBOOK ACCESORIES","SLEEVE","PORT"
"105330","PORT DESIGNS PORTLAND 15.6"" BACKPACK",258.6700,0.00,"NB","NOTEBOOK ACCESORIES","BACKP","PORT"
"105340","PORT TROLLEY HANOI II 15.6 BK",1129.3300,0.00,"NB","NOTEBOOK ACCESORIES","",""
"105400","PORT BACKPACK JOZI 15.6"" BK",369.3300,0.00,"NB","NOTEBOOK ACCESORIES","BACKP","PORT"
"110265","PORT DESIGNS HOUSTON 15.6 BACKPACK BLK",569.3300,0.00,"NB","NOTEBOOK ACCESORIES","BPACK","PORT"
"110312","PORT TOPLOADING ZURICH 14/15.6"" RD",757.3300,0.00,"NB","NOTEBOOK ACCESORIES","","PORT"
"110313","PORT TOPLOADING ZURICH 14/15.6"" BLUE",757.3300,0.00,"NB","NOTEBOOK ACCESORIES","","PORT"
"110314","PORT TOPLOADING ZURICH 14/15.6"" BROWN",404.0000,0.00,"NB","NOTEBOOK ACCESORIES","","PORT"
"1125SS-V1-BK-BP","ORICO 2.5 - 3.5 HDD|SSD CADDY BLK",200.4900,2.00,"ENC","EXTERNAL ENCLOSURES & CHASSIS","LINK","ORICO"
"11IN1DOCK","USB TYPE C 11IN1 DOCK",423.0800,0.00,"USB","USB DEVICES","DOCK","MLINK"
"121175","EQUIP CONNECTOR, CAT6E RJ45 + BOOT (100)",542.9600,0.00,"NC","NETWORK DEVICES","","EQUIP"
"12CMFAN","COMPUTER FAN 12CM BLACK",100.0300,8.00,"FAN","FANS","LINK","MLINK"
"13109001","T80 ROLLS",17.9600,4.00,"POS","POINT OF SALE","","MLINK"
"131G","SCHOOL BAG",73.3300,0.00,"NB","NOTEBOOK ACCESORIES","RAND","MLINK"
"131GY","GREY BACKPACK",282.8600,0.00,"ONB","NOTEBOOKS & TABLETS","",""
"133454","EQUIP CABLE, USB TYPE C TO RJ45 GIGABIT",1019.7000,0.00,"ADA","ADAPTORS","",""
"133495","EQUIP ADAPT, USB-C TO 2.5G ETHERNET NETW",580.2300,0.00,"ADA","ADAPTORS","",""
"135173","PORT SYDNEY - BACKPACK - 15.6 INCH-BLACK",583.5900,0.00,"NB","NOTEBOOK ACCESORIES","","PORT"
"13A","3 WAY MULTIPLUG",80.3500,4.00,"LP","LIGHTNING PROTECTORS","MPLUG","SELECTRIX"
"140212","PORT STYLUS SIL",736.3600,0.00,"AC","ACCESSORIES","",""
"140423","PORT BACKPACK TORINO II 15.6"" BL",538.6700,0.00,"NB","NOTEBOOK ACCESORIES","BPACK","PORT"
"140424","PORT BACKPACK TORINO 15.6",532.0000,0.00,"NB","NOTEBOOK ACCESORIES","BACKP","PORT"
"140425","PORT BACKPACK TORINO II 15.6"" BK",521.3300,0.00,"NB","NOTEBOOK ACCESORIES","","PORT"
"14C","6 WAY MULTI-PLUG WITH SWITCH",900.0000,0.00,"CAB","CABLES","",""
"14CMFAN","FAN 14CM FOR PC CASE",97.1900,0.00,"FAN","FANS","LINK","MLINK"
"15","6WAY + 3M CORD MULTIPLUG",178.2400,0.00,"LP","LIGHTNING PROTECTORS","MPLUG","SELECTRIX"
"150038","PORT-ENTRY LEVEL 15.6"" CLAMSHELL BAG",221.0200,0.00,"NB","NOTEBOOK ACCESORIES","CLAM","PORT"
"15114-SC200","UGREEN SOLAR PANEL 200W",26863.6400,0.00,"AC","ACCESSORIES","",""
"154","SPIRAL WRAP BLACK 1.8M X 20MM",217.3600,0.00,"CAB","CABLES","","MLINK"
"154-BLACK","SPIRAL WRAPS – BLACK",155.4500,0.00,"AC","ACCESSORIES","CAB","SELECTRIX"
"160511","PORT DESIGNS - COURCHEVEL BACKPACK 17.3""",780.0000,0.00,"NB","NOTEBOOK ACCESORIES","",""
"160513","PORT - COURCHEVEL CLAMSHELL 17.3 LAPTOP",648.0000,0.00,"NB","NOTEBOOK ACCESORIES","",""
"160514","PORT TOPLOADING COURCHEVEL 15.6"" BK",486.6700,0.00,"NB","NOTEBOOK ACCESORIES","",""
"1700-B","BLACK 15.6 BACKPACK",398.6700,0.00,"NB","NOTEBOOK ACCESORIES","BACKP","MLINK"
"1700-BL","MICROWORLD 15.6"" NB BAG",172.0000,0.00,"NB","NOTEBOOK ACCESORIES","TOPL","MICROWORLD"
"1700-R","15.6"" BACKPACK RED",172.0000,0.00,"NB","NOTEBOOK ACCESORIES","BACKP","MLINK"
"18WC-W","18W TYPE-C",85.7100,0.00,"PSU","POWER SUPPLY UNITS","",""
"19AA","10 WAY + HIGH SURGE MULTIPLUG",270.0000,0.00,"LP","LIGHTNING PROTECTORS","SURGE","MLINK"
"1F3Y2A","HP SMART TANK 580 AIO INK",2523.5300,0.00,"PR","PRINTERS","",""
"1IN2OUTHDMI","HDMI 2 PORT SPLITTER",219.3100,0.00,"SPL","SPLITTERS","LINK","MLINK"
"1IN4OUTHDMI","HDMI 1 IN 4 OUT SPLITTER BOX",291.8600,0.00,"SPL","SPLITTERS","LINK","MLINK"
"1JL41EA","HP STREAM 360 PEN 4GB 500GB WINDOWS 10",7639.0100,0.00,"ONB","NOTEBOOKS & TABLETS","","HP"
"1KR49B","HP OFFICEJET PRO 9013 WIRELESS 4 IN 1: P",2104.7100,0.00,"PR","PRINTERS","INK","HP"
"1L3M4EA","HP 250 G7 CEL N4020 15.6 4GB/500GB W10H",5748.7500,0.00,"ONB","NOTEBOOKS & TABLETS","",""
"1VV21AE","HP GT53 135ML BLACK INK BOTTLE",200.2300,0.00,"PRC","PRINTER CONSUMABLES","INK","HP"
"1X645AA","HP PRELUDE PRO RECYCLED TOP LOAD BAG",200.0000,0.00,"NB","NOTEBOOK ACCESORIES","TOPL","HP"
"1ZD13EA","HP CORE I3 6006 4GB 1TB WINDOWS 10",7048.4500,0.00,"ONB","NOTEBOOKS & TABLETS","","HP"
"1ZD14EA","HP 15 CI5 4GB 1TB WIN10HOME",7691.8500,0.00,"ONB","NOTEBOOKS & TABLETS","",""
"1ZD24EA","HP PAVILION POWER CI5 7300HQ 12GB 2TB",11960.1600,0.00,"ONB","NOTEBOOKS & TABLETS","","HP"
"2.5SATA","EXTERNAL CHASSIS 2.50 INCH SATA",103.2100,0.00,"HDD","HARD DRIVES","ENC","MLINK"
"2.5SATA3.0","EXTERNAL CHASSIS 2.5"" SATA USB 3.0",111.9700,5.00,"HDD","HARD DRIVES","LINK","MLINK"
"2.5YTPEC","SATA TRANSPARENT TYPE C ENCLOSURE",66.6700,0.00,"HDD","HARD DRIVES","","MLINK"
"20-24PIN","ATX COVERTER 20-24 PIN CABLE",355.5600,0.00,"CAB","CABLES","CAB","MLINK"
"2008673","CRICUT SMART GLITTER IRON-ON 33X91CM 1-S",363.6400,0.00,"AC","ACCESSORIES","",""
"20107-20107","UGREEN HDMI F TO F ADAPTER BLK",145.0000,0.00,"ADA","ADAPTORS","ADA","UGREEN"
"20125-20124","UGREEN DVI 24+1 M TO HDMI ADAPTER BLK",265.0000,0.00,"ADA","ADAPTORS","ADA","UGREEN"
"201319","PORT DESIGNS NOUMEA II UNIVERSAL 9-10"" U",273.7500,0.00,"TAB","TABLETS","10""","PORT"
"2020U3-BK-BP","ORICO 2.5 HARDDRIVE ENCL USB3",161.5800,0.00,"ENC","EXTERNAL ENCLOSURES & CHASSIS","LINK","ORICO"
"202322","PORT DESIGNS - LIBERTY III - TOP LOADING",271.8000,0.00,"NB","NOTEBOOK ACCESORIES","TOPL","PORT"
"203V5LHSB2/73","PHILIPS 19.5"" LCD MONITOR",1680.8400,0.00,"MON","MONITORS/PROJECTORS","19""","PHILIPS"
"20E1H/73","AOC 20E1H/73 19.5"" WLED MONITOR",1623.7500,0.00,"MON","MONITORS/PROJECTORS","AOC","AOC"
"20KN005BZA","LENOVO E480,I7-8550U,8GB DDR4,1TB 5400RP",20354.9000,0.00,"ONB","NOTEBOOKS & TABLETS","",""
"20MK400H-B.AFB","LG MON TN 19.5 1366X768 60HZ HDMI|VGA",1747.5000,0.00,"MON","MONITORS/PROJECTORS","","LG"
"20MK40L-B.AFB","LG MON TN 19.5 1366X768 60HZ HDMI|VGA",1747.5000,0.00,"MON","MONITORS/PROJECTORS","OEM","LG"
"20TD0008ZA-2","LENOVO E15- I5- 16GB- 512GB- WINDOWS 10",17498.7500,0.00,"ONB","NOTEBOOKS & TABLETS","CI5","LENOVO"
"20U401A-B.AFB","LG MON TN 20'' 1600X900 75HZ HDMI",1546.2500,0.00,"MON","MONITORS/PROJECTORS","","LG"
"210-AJBP","DELL 19 MONITOR / P1917S (19)1280 X 1024",4687.5000,0.00,"MON","MONITORS/PROJECTORS","","DELL"
"210-AZGT","DELL SE2422H 24-INCH 1920 X 1080 FHD 75H",2600.7500,0.00,"MON","MONITORS/PROJECTORS","","DELL"
"210-BMGC","DELL MONITOR P2725H 27""",3282.5500,0.00,"MON","MONITORS/PROJECTORS","","DELL"
"210-BMHK","DELL 27 MONITOR S2725H 27 INCH FHD",3381.1000,0.00,"MON","MONITORS/PROJECTORS","","DELL"
"210-BNHJ","DELL SE2725H MONITOR",2854.3600,0.00,"MON","MONITORS/PROJECTORS","","DELL"
"210-BNHK","DELL 22 MONITOR SE2225H 21.4 INCH W LED",1940.4000,0.00,"MON","MONITORS/PROJECTORS","","DELL"
"210-BNJV","DELL 24 MONITOR E2425HS 60.5 CM 23.8 INC",2654.8800,0.00,"MON","MONITORS/PROJECTORS","","DELL"
"210-BQWM","DELL 27 PLUS 4K MONITOR S2725QS",7057.6500,0.00,"MON","MONITORS/PROJECTORS","","DELL"
"210-BQWS","DELL 27 PLUS 4K USB-C MONITOR - S2725QC",7608.6800,0.00,"MON","MONITORS/PROJECTORS","27""","DELL"
"210-BQZT","DELL SE2425HM 24-INCH FULL HD IPS 100HZ",2011.9800,0.00,"MON","MONITORS/PROJECTORS","MON","DELL"
"210-BQZW-P","PROMO DELL 27"" MONITOR",1310.9700,0.00,"MON","MONITORS/PROJECTORS","","DELL"
"2101C001AA","CANON CLI-481 BLACK INK TANK",251.3200,0.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"2129U3-CR-BP","ORICO HDD ENCL USB3.0 2.5 TP",238.4600,0.00,"ENC","EXTERNAL ENCLOSURES & CHASSIS","","ORICO"
"2139C3-G2-CR-BP","ORICO HDD ENCL TYPEC SATA 2.5 TP",372.3100,0.00,"ENC","EXTERNAL ENCLOSURES & CHASSIS","","ORICO"
"2139U3-CR","ORICO 2.5 USB3 TRANSPARENT HDD ENCLOSURE",211.3100,0.00,"ENC","EXTERNAL ENCLOSURES & CHASSIS","LINK","ORICO"
"2139U3-CR-BP","ORICO HDD ENCL USB3.0 2.5 TP",237.8900,0.00,"ENC","EXTERNAL ENCLOSURES & CHASSIS","ENC","ORICO"
"21426595","NORTON ANTIVIRUS PLUS 2GB 1 USER DEVICE",166.2500,0.00,"SW","SOFTWARE","",""
"21427999","NORTON 360 DELUXE 5 DEVICES",416.2500,0.00,"SW","SOFTWARE","","NORTON"
"21428009-P","NORTON 360 PREMIUM 10 DEVICES 1USER 75GB",597.5000,0.00,"SW","SOFTWARE","",""
"21428013","NORTON 360 DELUXE 25GB AF 1 USER 3 DEVIC",250.0000,0.00,"SW","SOFTWARE","",""
"21E6003DZA","LENOVO E15 CI5 8GB 512GB WIN11PRO",16248.7500,0.00,"ONB","NOTEBOOKS & TABLETS","CI5","LENOVO"
"21JT0029ZA-1","LENOVO E16 THINKPAD LAPTOP",17748.7500,0.00,"ONB","NOTEBOOKS & TABLETS","","LENOVO"
"21KH002MSA","LENOVO THINKBOOK 16 NOTEBOOK",17248.7500,0.00,"ONB","NOTEBOOKS & TABLETS","",""
"21KH0053SA","LEN TB 16,I7,16GB,512GB SSD, WIN11P",18748.7500,0.00,"ONB","NOTEBOOKS & TABLETS","","LENOVO"
"21KK0041SA","LENOVO TB16,R5,16GB,512GB SSD WIN11P",14998.7500,0.00,"ONB","NOTEBOOKS & TABLETS","","LENOVO"
"21KK007KSA","LENOVO TB16,R5,16GB,1TB SSD,WIN11P",14946.2500,0.00,"ONB","NOTEBOOKS & TABLETS","","LENOVO"
"21KL10419DAFS","KASPERSKY STANDARD SA-E 1D1Y DLP",276.0200,0.00,"SW","SOFTWARE","","KASPERSKY"
"21MW0086SA","LENOVO THINKBOOK 16 G7 R7/8GB/256/W11P",18373.7500,0.00,"ONB","NOTEBOOKS & TABLETS","","LENOVO"
"221V8","PHILLIPS 21.5"" FHD HDMI MONITOR",2562.5000,0.00,"MON","MONITORS/PROJECTORS","22""","PHILLIPS"
"221V8L/89","PHILIPS 21.5"" FLAT WIDE MONITOR",1916.4300,0.00,"MON","MONITORS/PROJECTORS","22""","PHILIPS"
"22AA","8 WAY MULTI-PLUG + IEC",178.0000,1.00,"LP","LIGHTNING PROTECTORS","MPLUG","SELECTRIX"
"22B2HN","AOC 21.5"" MONITOR WITH HDMI",2248.7500,0.00,"MON","MONITORS/PROJECTORS","22""","AOC"
"22MP410-B.AFBQ","LG 21.5"" VA PANEL FULL HD MONITOR – 75HZ",2285.0000,0.00,"MON","MONITORS/PROJECTORS","","LG"
"2313C009AB","CANON INK - G2410 COLOUR A4 (3-IN-1)",1894.1200,0.00,"PR","PRINTERS","INK","CANON"
"23IN1","EXTERNAL 23 IN1 CARD READER",69.0100,0.00,"USB","USB DEVICES","LINK","MLINK"
"23IN1-1","23 IN 1 USB 2.0 EXTERNAL CARD READER",100.0200,0.00,"FS","FLASH DRIVES AND SD CARDS","CR","OEM"
"241V8L6","PHILIPS 24"" MONITOR",2312.8000,0.00,"MON","MONITORS/PROJECTORS","24""","PHILIPS"
"24B2XHM","AOC 23.8"" HDMI 60HZ MONITOR",3362.9200,1.00,"MON","MONITORS/PROJECTORS","AOC","AOC"
"24MP400-B.AFBQ","LG MON IPS 23.8 1080P 75HZ HDMI|VGA",2553.7500,0.00,"MON","MONITORS/PROJECTORS","","LG"
"2520U3-BK-BP","ORICO HDD ENCLOSURE USB3.0 2.5 BLACK",136.9200,0.00,"ENC","EXTERNAL ENCLOSURES & CHASSIS","","ORICO"
"2577U3-BK-BP","ORICO HDD ENCL USB3.0 2.5 BK",166.1500,0.00,"ENC","EXTERNAL ENCLOSURES & CHASSIS","ENC","ORICO"
"2588C3-BK","ORICO 2.5 USB3.0 USB-C EXT HDD ENCL BLK",367.5800,0.00,"ENC","EXTERNAL ENCLOSURES & CHASSIS","LINK","ORICO"
"2588US3-V1-BK","ORICO 2.5 USB3.0 EXT HDD ENCLOSURE BLACK",246.3700,0.00,"ENC","EXTERNAL ENCLOSURES & CHASSIS","ENC","ORICO"
"2588US3-V1-BK-B","ORICO HDD ENCL USB3.0 2.5 BK",208.6200,0.00,"ENC","EXTERNAL ENCLOSURES & CHASSIS","","ORICO"
"2588US3-V1-BK-BP","ORICO HDD ENCL USB3.0 2.5 BK",192.3200,0.00,"ENC","EXTERNAL ENCLOSURES & CHASSIS","ENC","ORICO"
"2588US3-V1-BL","ORICO 2.5 USB3.0 EXT HDD ENCLOSURE BLUE",192.3800,0.00,"ENC","EXTERNAL ENCLOSURES & CHASSIS","ENC","ORICO"
"2588US3-V1-OR","ORICO 2.5 USB3.0 EXT HDD ENCLOSURE YELLO",212.7400,0.00,"ENC","EXTERNAL ENCLOSURES & CHASSIS","ENC","ORICO"
"2588US3-V1-RD","ORICO 2.5 USB3.0 EXT HDD ENCLOSURE RED",215.5800,0.00,"ENC","EXTERNAL ENCLOSURES & CHASSIS","ENC","ORICO"
"2588US3-V1-RD-BP","ORICO HDD ENCL USB3.0 2.5 RD",167.6900,0.00,"ENC","EXTERNAL ENCLOSURES & CHASSIS","ENC","ORICO"
"2588US3-V1-SV-BP","ORICO HDD ENCL USB3.0 2.5 SV",196.9200,0.00,"ENC","EXTERNAL ENCLOSURES & CHASSIS","ENC","ORICO"
"25PW1-C3-BK-EP","ORICO HDD ENCL TYPE-C TO USB-A 2.5 BK",172.2200,0.00,"ENC","EXTERNAL ENCLOSURES & CHASSIS","","ORICO"
"25PW1-C3-BK-EP-QD","ORICO 2.5 USB3.0 USB-C EXT HDD ENCL BLK",153.8400,0.00,"ENC","EXTERNAL ENCLOSURES & CHASSIS","LINK","ORICO"
"25PW1-C3-BL-EP","ORICO HDD ENCL TYPE-C TO USB-A 2.5 BL",172.3100,0.00,"ENC","EXTERNAL ENCLOSURES & CHASSIS","","ORICO"
"25PW1-C3-WH-EP","ORICO HDD ENCL TYPE-C TO USB-A 2.5 WH",172.3100,0.00,"ENC","EXTERNAL ENCLOSURES & CHASSIS","","ORICO"
"25PW1-U3-BK-EP","ORICO HDD ENCL MIRCO-B TO USB-A 2.5 BK",136.9200,0.00,"ENC","EXTERNAL ENCLOSURES & CHASSIS","","ORICO"
"25UTS-BK","ORICO USB 3.0 ADAPTER FOR 2.5"" HDD",886.1000,0.00,"ADA","ADAPTORS","LINK","ORICO"
"26/26B","6WAY+ SURGE MULTIPLUG",123.5700,3.00,"LP","LIGHTNING PROTECTORS","MPLUG","SELECTRIX"
"271V8","PHILIPS 27IN FHD IPS MONITOR",2903.3100,0.00,"MON","MONITORS/PROJECTORS","27""","PHILIPS"
"274CXF","MSI 27"" 280HZ FHD GAMING MONITOR",4633.7100,1.00,"MON","MONITORS/PROJECTORS","","MSI"
"27E40L","AOC 27E40L 27"" FHD (1920 X 1080) IPS 144",2498.7500,0.00,"MON","MONITORS/PROJECTORS","","AOC"
"27G4H","AOC 27G4H 27"" FHD (1920 X 1080) IPS 200H",3748.7500,0.00,"MON","MONITORS/PROJECTORS","","AOC"
"27US500-W.AFAQ","LG ULTRAFINE 27'' 4K UHD IPS MONITOR - W",5365.0000,0.00,"MON","MONITORS/PROJECTORS","MON","LG"
"28","8WAY+ SURGE MULTIPLUG",158.0700,1.00,"LP","LIGHTNING PROTECTORS","MPLUG","SELECTRIX"
"2819G","COMPUTER CASE WITHOUT PSU",228.3000,0.00,"CS","CASES","PC","MLINK"
"29B","2 WAY COUPLER + IEC (BLACK)",61.9500,0.00,"LP","LIGHTNING PROTECTORS","CABLE","SELECTRIX"
"29WQ500-B","LG 29"" IPS PANEL ULTRA-WIDE MONITOR",4891.2500,0.00,"MON","MONITORS/PROJECTORS","","LG"
"2HDD-2S","HARD DRIVE DOCKET 2X HDD, 2X SATA",466.6700,0.00,"HDD","HARD DRIVES","",""
"2HG87ES","HP CI5 7200U 4GB 500GB 15.6"" WIN 10",10066.6500,0.00,"ONB","NOTEBOOKS & TABLETS","","HP"
"2HN93EA","HP OMEN CI7-7700HQ 16GB 256GB 2TB GTX106",28221.9900,0.00,"ONB","NOTEBOOKS & TABLETS","","HP"
"2IN1AC","3IN1 NOTEBOOK CHARGER - HOME CAR & USB",421.9400,0.00,"NB","NOTEBOOK ACCESORIES","OEM","OEM"
"2KG01EA","HP15 CI5-7200U 15.6 HD 4GB 1TB WIN 10",8661.1200,0.00,"ONB","NOTEBOOKS & TABLETS","","HP"
"2PX32EA","HP AMD A10-9620P QUAD 4GB 1TB WIN 10",7177.3600,1.00,"ONB","NOTEBOOKS & TABLETS","RETURN","HP"
"2RR89EA","HP PROBOOK 470 G5 I5-8250U/17""/8GB/1TB/9",16979.6700,0.00,"ONB","NOTEBOOKS & TABLETS","",""
"2SIP","PCI: 2 SERIAL + 1 PARALLEL PCI",202.6800,0.00,"NC","NETWORK DEVICES","LINK","MLINK"
"2SX52EA","HP 250 CEL N3350 4GB 500GB WIN 10",5257.9300,0.00,"ONB","NOTEBOOKS & TABLETS","","HP"
"2UB75ES","HP 255 G6 AMD E2-9000E 4GB 1TB WIN 10 HO",5312.5000,0.00,"ONB","NOTEBOOKS & TABLETS","AMD","HP"
"2USB01","2 USB TO ONE USB 3.0 CABLE",772.7300,0.00,"CAB","CABLES","USB","MLINK"
"2USB02","2 X USB A MALE TO USB 3 MICRO MALE",242.5100,0.00,"CAB","CABLES","LINK","MLINK"
"2V0W6ES","HP 250 CI5-1035U 4GB 500GB 15.6""",9623.7500,0.00,"ONB","NOTEBOOKS & TABLETS","CI5","HP"
"2V0W6ES-1","HP 250 I5 8GB 256SSD 15.6 W10P",10873.7500,0.00,"ONB","NOTEBOOKS & TABLETS","CI5","HP"
"2V0W9ES-1","HP 250 G8 I3-1005G,8GB,256SSD,PRO",9123.7500,0.00,"ONB","NOTEBOOKS & TABLETS","CI3","HP"
"2V0W9ES-2","HP 250 G8 I3-1005G,8GB,512SSD,PRO",9623.7500,0.00,"ONB","NOTEBOOKS & TABLETS","CI3","HP"
"2V9E6AA","HP 330 WIRELESS MOUSE AND KEYBOARD COMBO",351.5600,0.00,"COM","KEYBOARD & MOUSE COMBOS","","HP"
"2WX-C0103","WINX DO ESSENTIAL WIRELESS KEYBOARD",258.5700,0.00,"KB","KEYBOARDS","",""
"2XIEC","16D(RED) - 2XIEC - CLOVER (1MM X 3) BLAC",727.2700,0.00,"CAB","CABLES","",""
"2Z8P3AA","15.6"" HP PRELUDE BACKPACK",430.6700,0.00,"NB","NOTEBOOK ACCESORIES","BACKP","HP"
"3.5MMTO6.351.5MTR","STEREO 3.5MM TO 6.35MM 1.50 MTR",454.5500,0.00,"CAB","CABLES","AUDIO","MLINK"
"3.5MMTO6.351MTR","STEREO 3.5MM TO 6.35MM 1 MTR",363.6400,0.00,"CAB","CABLES","AUDIO","MLINK"
"3.5MMTO6.352MTR","3.5MM TO 6.35MM 2.00 MTR",545.4500,0.00,"CAB","CABLES","","OEM"
"3.5MMTO6.355MTR","STEREO 3.5MM TO 6.35MM 5.00 MTR",727.2700,0.00,"CAB","CABLES","AUDIO","MLINK"
"3.5SATA","EXTERNAL CHASSIS 3.50 INCH SATA",175.3200,0.00,"HDD","HARD DRIVES","USBENC","MLINK"
"3.5USB3-BLK","EXTERNAL CHASSIS 3.5"" SATA USB3.0",332.0000,0.00,"HDD","HARD DRIVES","ENC","MLINK"
"30210020","COMPUTACARE ANTI STAT FOAM CLEANER 375ML",103.0800,2.00,"FEL","COMPUTER CLEANING PRODUCTS","CLEAN","COMPUTACARE"
"30210030","COMPUTACARE ANTI STAT SCREEN CLEANER 375",104.0900,0.00,"FEL","COMPUTER CLEANING PRODUCTS","CLEAN","COMPUTACARE"
