"SKU_","Description","Price_EX","AvailableStock","Category_Code","Category_Description","Group","Brand"
"SDDDC3-064-G46AG","SANDISK ULTRA DUAL DRIVE 64GB GREEN",220.4700,1.00,"FS","FLASH DRIVES AND SD CARDS","","SANDISK"
"SDDDC3-064G-G46NB","ULTRA DUAL DRIVE GO USB TYPE-CTM FLASH D",248.0000,0.00,"FS","FLASH DRIVES AND SD CARDS","USB64","SANDISK"
"SDDDC3-128G-G46AG","SANDISK ULTRA DUAL DRIVE 128GB GREEN",324.4100,1.00,"FS","FLASH DRIVES AND SD CARDS","","SANDISK"
"SDDR-B531-GN6NN","SANDISK USB 3.0 MICRO SD / MICRO SDHC UH",260.0000,0.00,"FS","FLASH DRIVES AND SD CARDS","","SANDISK"
"SDDR-C531-GNANN","SANDISK SD UHS-CARD READER",522.0000,0.00,"FS","FLASH DRIVES AND SD CARDS","CR","SANDISK"
"SDSDUN4-032G-GN6IN","SANDISK ULTRA 32GB SDHC MEMORY CARD (120",176.3500,0.00,"FS","FLASH DRIVES AND SD CARDS","SD32GB","SANDISK"
"SDSDUN4032GG","SANDISK ULTRA SDHC MEMORY CARD 32GB",207.7000,0.00,"FS","FLASH DRIVES AND SD CARDS","","SANDISK"
"SDSDUN4032GG  N6IN","SANDISK ULTRA SDHC 32GB WHITE AND RED",221.1800,0.00,"FS","FLASH DRIVES AND SD CARDS","SD32G","SANDISK"
"SDSDUN4032GGN6I","SANDISK ULTRA SDHC MEMORY CARD 120MB/S 3",207.7000,0.00,"FS","FLASH DRIVES AND SD CARDS","",""
"SDSDUN4032GGN6I  N","SANDISK ULTRA SDHC MEMORY CARD 32GB WH",201.7300,0.00,"FS","FLASH DRIVES AND SD CARDS","SD32G","SANDISK"
"SDSDUNB064GGN6I  N","SANDISK ULTRA SDHC SDXC UHS MEMORY 64GB",267.8800,0.00,"FS","FLASH DRIVES AND SD CARDS","SD64G","SANDISK"
"SDSDUNB064GGN6IN","SANDISK ULTRA 64GB SDHC SDXC UHS-I CLASS",303.5200,0.00,"FS","FLASH DRIVES AND SD CARDS","SD64G","SANDISK"
"SDSDUNB128GGN6I  N","SANDISK ULTRA SDXC MEMORY CARD 128GB",503.2100,0.00,"FS","FLASH DRIVES AND SD CARDS","SD128G","SANDISK"
"SDSDXVE-064G-GNCIN","SANDISK EXTREME SDXC CARD 64GB 90MB/S V3",525.4000,0.00,"FS","FLASH DRIVES AND SD CARDS","",""
"SDSDXVV-256G-GNCIN","SD EXTREME SD CARD 256GB 180MB/S UHS",888.5700,0.00,"FS","FLASH DRIVES AND SD CARDS","SD256G","SANDISK"
"SDSDXXD-256G-GN4IN","SD EXTREME PRO SD UHS 256GB CARD 4K VID",1061.4300,0.00,"FS","FLASH DRIVES AND SD CARDS","SD256G","SANDISK"
"SDSDXXU-064GB-GN4IN","SD EXTREME PRO SD CARD 64GB 200MB/S UHS",504.0000,0.00,"FS","FLASH DRIVES AND SD CARDS","SD64G","SANDISK"
"SDSDXXU064GG N4IN","SANDISK 64GB EXTREME PRO SD UHS BLACK AN",684.7000,0.00,"FS","FLASH DRIVES AND SD CARDS","",""
"SDSQUA4-032G-GN6MN","SANDISK ULTRA MICROSDHC, 32GB, U1, C10,",167.8000,0.00,"FS","FLASH DRIVES AND SD CARDS","SD32GB","SANDISK"
"SDSQUA4032GG  N6MN","SANDISK ULTRA MICROSDHC UHS 120MB 32GB",168.0000,0.00,"FS","FLASH DRIVES AND SD CARDS","SD32G","SANDISK"
"SDSQUAB-064G-GN6MN","SANDISK ULTRA MICROSDXC, 64GB, U1, C10,",202.0000,0.00,"FS","FLASH DRIVES AND SD CARDS","SD64GB","SANDISK"
"SDSQUAB-128G-GN6MN","SANDISK ULTRA MICROSDXC, 128GB, U1, C10,",368.0000,0.00,"FS","FLASH DRIVES AND SD CARDS","","SANDISK"
"SDSQUAB064GG  N6MN","SANDISK ULTRA MICRO SDHC UHS 140MB/S 64G",234.9800,0.00,"FS","FLASH DRIVES AND SD CARDS","","SANDISK"
"SDSQUAC-512G-GN6MN","SANDISK ULTRA MICRO SDHC 512GB 150MB/S",1007.1400,0.00,"FS","FLASH DRIVES AND SD CARDS","SD512G","SANDISK"
"SDSQUAC256GGN6MN","SANDISK ULTRA MICROSDXC UHS 150MB/S 256G",771.7600,0.00,"FS","FLASH DRIVES AND SD CARDS","","SANDISK"
"SDSQUNR-032G-GN3MN","SANDISK ULTRA MICROSDHC 32GB 100MB/S CLA",135.8600,0.00,"FS","FLASH DRIVES AND SD CARDS","SD32G","SANDISK"
"SDSQUNR-032GGN3MN","SANDISK ULTRA ANDROID MICROSDXC 32GB 100",154.1800,0.00,"FS","FLASH DRIVES AND SD CARDS","SD32G","SANDISK"
"SDSQUNR-064G-GN3MN","SANDISK ULTRA ANDROID MICROSDXC 64GB 80M",156.7700,0.00,"FS","FLASH DRIVES AND SD CARDS","SD64G","SANDISK"
"SDSQUNR-064GGN3MN","SANDISK MICRO SD CARD 64GB ULTRA 100MB/S",215.9800,0.00,"FS","FLASH DRIVES AND SD CARDS","",""
"SDSQUNR-128G-GN6MN","SANDISK ULTRA  MICROSDHC 128GB, C10, UHS",354.0000,0.00,"FS","FLASH DRIVES AND SD CARDS","SD128G","SANDISK"
"SDSQUNR032GG  N3MN","SANDISK ULTRA ANDROID 100MB/S 32GB WHT &",162.0400,0.00,"FS","FLASH DRIVES AND SD CARDS","","SANDISK"
"SDSQUNR032GGN3  MN","SANDISK ULTRA ANDROID MICROSDXC 32GB WH",171.7600,0.00,"FS","FLASH DRIVES AND SD CARDS","SD32GB","SANDISK"
"SDSQUNR032GGN3MN","SANDISK ULTRA ANDROID MICROSDXC 32GB 100",348.2400,0.00,"FS","FLASH DRIVES AND SD CARDS","SD32GB","SANDISK"
"SDSQUNR064GGN3  MN","SANDISK ULTRA ANDROID MICROSDXC 64GB WH",221.1800,0.00,"FS","FLASH DRIVES AND SD CARDS","SD64GB","SANDISK"
"SDSQUNR064GGN3MN","SANDISK ULTRA ANDROID MICROSDXC CLASS 10",214.1200,0.00,"FS","FLASH DRIVES AND SD CARDS","","SANDISK"
"SDSQUNR128GG","SANDISK ULTRA ANDROID MICROSDXC 128GB",360.0000,0.00,"FS","FLASH DRIVES AND SD CARDS","","SANDISK"
"SDSQUNR128GG  N6MN","SANDISK ULTRA ANDROID 128GB MICROSDXC CL",380.0000,0.00,"FS","FLASH DRIVES AND SD CARDS","","SANDISK"
"SDSQUNR128GGN6  MN","SANDISK ULTRA ANDROID MICROSDXC 128GB WH",391.7600,0.00,"FS","FLASH DRIVES AND SD CARDS","","SANDISK"
"SDSQUNS-016G-GN3M","SANDISK 16GB ULTRA ANDROID MICROSDHC",62.4000,0.00,"FS","FLASH DRIVES AND SD CARDS","",""
"SDSQUNS-016G-GN3MN","SANDISK ULTRA 16GB CLASS 10 MICROSDHC CA",118.0600,0.00,"FS","FLASH DRIVES AND SD CARDS","SD16GB","SANDISK"
"SDSQXAH064GGN6  MN","SANDISK MICRO SDXC EXTREME A2 C10 V30 UH",288.5900,0.00,"FS","FLASH DRIVES AND SD CARDS","SD64GB","SANDISK"
"SDSQXAV-256-G-GN6MN","SANDISK EXTREME MICROSD UHS CARD 256GB",628.5700,0.00,"FS","FLASH DRIVES AND SD CARDS","SD256G","SANDISK"
"SDSQXAV-512G-GN6MN","SANDISK EXTREME PRO MICRO SD 512GB 4K",1325.7100,0.00,"FS","FLASH DRIVES AND SD CARDS","SD512G","SANDISK"
"SDSQXCD-128G-GN6MA","SANDISK EXTREME PRO MICROSD UHS CARD 128",698.0000,0.00,"FS","FLASH DRIVES AND SD CARDS","SD128G","SANDISK"
"SDSQXCD-256G-GN6MA","SD EXTREME PRO MICROSD 256GB+ADAPTER",835.7100,0.00,"FS","FLASH DRIVES AND SD CARDS","SD256G","SANDISK"
"SDSQXCD-512G-GN6MA","SD EXTREME PRO MICRO SD 512GB  WITH ADAP",1650.0000,0.00,"FS","FLASH DRIVES AND SD CARDS","SD512G","SANDISK"
"SDSQXCU-064G-GN6MA","SANDISK EXTREME PRO MICROSD UHS I CARD 6",388.0000,0.00,"FS","FLASH DRIVES AND SD CARDS","SD64GB","SANDISK"
"SDSQXCY-128G-GN6MA","SANDISK EXTREME PRO MICROSDXC 128GB + SD",885.9700,0.00,"FS","FLASH DRIVES AND SD CARDS","",""
"SE-P01","UNIVERSAL POWERBANK 15600MAH",1923.0800,0.00,"PB","POWER BANKS","PB","MLINK"
"SE-RD614-CI321H","4 CHANNEL DVR SECURITY RECORDER KIT",4845.2700,0.00,"CCT","CCTV","",""
"SE-S-4CH3521-F1","4CH RECORDER 1 4 CCD CAM CAM POWER",6365.8900,0.00,"CCT","CCTV","",""
"SE2222H","DELL SE2222H 22"" MONITOR",2056.2500,0.00,"MON","MONITORS/PROJECTORS","22""","DELL"
"SE2225H","DELL SE2225H (21.5"") (1920X1080 AT 75HZ)",2142.5000,0.00,"MON","MONITORS/PROJECTORS","DELL","DELL"
"SE2225HM","DELL21.5"" 1920X1080 FHD VA LED MONITOR",1761.2500,0.00,"MON","MONITORS/PROJECTORS","DELL","DELL"
"SE2422H","DELL 24 MONITOR SE2422H 23.8"" BLACK",2298.3800,0.00,"MON","MONITORS/PROJECTORS","24""","DELL"
"SE2425H","DELL SE2425H 23.8"") (1920X1080 AT 75HZ)",2168.7500,0.00,"MON","MONITORS/PROJECTORS","","DELL"
"SE2722H","DELL 27"" FHD FLAT MONITOR",2723.4100,0.00,"MON","MONITORS/PROJECTORS","DELL","DELL"
"SE2722HR","DELL 27 MONITOR SE2722H VGA HDMI",3027.3100,0.00,"MON","MONITORS/PROJECTORS","","DELL"
"SELFIE","SELFIE STICK",194.4700,1.00,"AC","ACCESSORIES","MOBILE","MLINK"
"SELFIE_STICK","SELFIE STICK 360 DEGREE",2000.0000,0.00,"AC","ACCESSORIES","DWD","DIGITAL WORLD"
"SER001","MALE 9PIN INTO FEMALE 9 PIN SERIAL",167.8100,0.00,"CAB","CABLES","LINK","MLINK"
"SER002","USB TO SERIAL (RS232) 9PIN MALE CABLE",364.6300,0.00,"CAB","CABLES","CAB","MLINK"
"SER004","USB B MALE TO SERIAL PORT CONNECTOR",375.0000,0.00,"ADA","ADAPTORS","USBA","MLINK"
"SER005","USB A MALE SERIAL9PIN MALE",1181.8200,0.00,"CAB","CABLES","",""
"SER010","SERIAL MALE TO MALE 1.5M",216.5200,0.00,"CAB","CABLES","CAB","MLINK"
"SER011","SERIAL MALE TO MALE 3M",318.1800,0.00,"CAB","CABLES","",""
"SF48701","SUREFIRE KINGPIN X1 60% GAMING RGB KB",397.5800,0.00,"KB","KEYBOARDS","WIRED","SUREFIRE"
"SF48707","SUREFIRE KINGPIN X2 MULTIMEDIA RGB KB",640.4000,0.00,"KB","KEYBOARDS","WIRED","SUREFIRE"
"SF48812","SUREFIRE SILENT FLIGHT RGB-320 GAMING MO",325.7100,0.00,"MS","MOUSE","MSPAD","SUREFIRE"
"SF48813","SUREFIRE SILENT FLIGHT RGB-680 GAMING MO",401.4300,0.00,"MS","MOUSE","MSPAD","SUREFIRE"
"SF48815","SUREFIRE HAWK CLAW GAMING 7-BUTTON MS",304.4600,0.00,"MS","MOUSE","WIRED","SUREFIRE"
"SF48822","SUREFIRE HARRIER 360 SURROUND SOUND USB",623.4600,0.00,"HEA","HEADSETS","WIRED","SUREFIRE"
"SF48836","SUREFIRE BUZZARD CLAW GAMING 6-BUTTON MS",305.3600,0.00,"MS","MOUSE","WIRED","SUREFIRE"
"SFL1000H/10","PHILIPS ENTRY LEVEL HEADLAMP",724.2900,12.00,"AC","ACCESSORIES","PHI","PHILIPS"
"SFL1000P/10","PHILIPS SFL1000P FLASHLIGHT",999.4000,29.00,"AC","ACCESSORIES","PHI","PHILIPS"
"SFL7000T/10","PHILIPS LED TORCH SFL7000T/10 WITH 3 AAA",636.3600,0.00,"AC","ACCESSORIES","PHI","PHILIPS"
"SG-1903VH","SURGE 19 HD VGA HDMI MONITOR",1248.7500,0.00,"MON","MONITORS/PROJECTORS","19""","SURGE"
"SGAMMIXS55-512G-C","ADATA XPG GAMMIX S55 SOLID STATE DRIVE",1407.1400,0.00,"SSD","SSD DRIVES","","ADATA"
"SHIFT ARGB WHT","ANTEC SHIFT ARGB VERTICAL GPU BRACKET WI",1358.7500,0.00,"AC","ACCESSORIES","","ANTEC"
"SK39","SK39 SMART WATCH",412.5000,0.00,"AC","ACCESSORIES","","M-LINK"
"SKV4119TY","XIAOMI ROBOT VACUUM MOP PRO BRUSH",1018.1800,0.00,"AC","ACCESSORIES","",""
"SL4U8-SC","PWR SPLY,250W,DT,APFC,5KM,LTON",2373.3300,0.00,"NB","NOTEBOOK ACCESORIES","",""
"SLEG-860-1000GCS","ADATA LEGEND 860 PCIE GEN4X4 1TB SSD",3007.6000,0.00,"SSD","SSD DRIVES","",""
"SLEG-860-2000GCS","ADATA LEGEND 860 PCIE GEN4X4 2TB SSD",6484.9400,0.00,"SSD","SSD DRIVES","",""
"SM-G398FZKAXFA","SAMSUNG GALAXY XCOVER 4S 5.0""",27272.7300,0.00,"AC","ACCESSORIES","",""
"SM-X216BZAAAFA","SAMSUNG GALAXY 11"" 64GB TABLET",4250.0000,0.00,"TAB","TABLETS","","SAMSUNG"
"SM-X616","SAMSUNG GALAXY TAB S9 FE+ 12.4''",16180.0000,0.00,"TAB","TABLETS","",""
"SM03","ALCATEL GO WATCH BLACK",1828.5200,1.00,"TAB","TABLETS","WATCH","ALCATEL"
"SM220","CUDY SM220 SFP-T 10/100/1000MBPS RJ45 ET",149.6100,0.00,"NC","NETWORK DEVICES","","CUDY"
"SMART_WATCH","X-D0 SMART WATCH 2.09 INCH DISPLAY",1090.9100,1.00,"AC","ACCESSORIES","DWD","MLINK"
"SMT001","MICROWORLD 360 DEGREE AL TRACKING GIMBAL",1736.7300,3.00,"AC","ACCESSORIES","MOBILE","MLINK"
"SN-1025-TN","SUPANOVA SIENNA 14.1' LADIES LAPTOP BAG",532.0000,0.00,"NB","NOTEBOOK ACCESORIES","BAG","SUPANOVA"
"SN-1026-BL","SUPANOVA SASHA 15.6"" LAPTOP BAG BLUE",451.4300,0.00,"NB","NOTEBOOK ACCESORIES","CCASE","SUPANOVA"
"SN-1026-TN","SUPANOVA SASHA 15.6” LAPTOP BAG TAN",451.4300,0.00,"NB","NOTEBOOK ACCESORIES","SHOUL","VOLKANO"
"SN-1030-BK","SUPANOVA SIENNA 15.6"" LADIES BAG BLACK",445.2100,0.00,"NB","NOTEBOOK ACCESORIES","CCASE","SUPANOVA"
"SN-1030-TN","SUPANOVA SIENNA 15.6'' LADIES LAPTOP BAG",445.2100,0.00,"NB","NOTEBOOK ACCESORIES","CCASE","SUPANOVA"
"SN-1045-PK","SUPANOVA MACY 15.6” LAPTOP SHOULDER BAG",345.3300,0.00,"NB","NOTEBOOK ACCESORIES","BAG","SUPANOVA"
"SN-1047-PK","SUPANOVA LAKEY 15.6"" LAPTOP BACKPACK PI",404.9900,0.00,"NB","NOTEBOOK ACCESORIES","","SUPANOVA"
"SND-NTXC-K","NITHO NX120 GAMING HEADSET",285.7000,0.00,"HEA","HEADSETS","WIRED","NITHO"
"SOL-B-L-WM","WALL MOUNT BAT BOX - 2 X 3U LITHIUM BATT",1587.5000,0.00,"CS","CASES","",""
"SOU7","7.1 CHANNEL PCI SOUND CARD",214.2900,0.00,"NC","NETWORK DEVICES","",""
"SP1000W","TBYTE 1000W INVERTER WITH 12V100AH BA",7030.0000,0.00,"UPS","UNITERRUPTED POWER SUPPLIES","TBYTE","TBYTE"
"SP500W","TBYTE 500W TROLLEY INVERTER WITH 12V",2248.7500,0.00,"UPS","UNITERRUPTED POWER SUPPLIES","TBYTE","TBYTE"
"SPACE3MG","SONICGEAR SPACE 3 SPEAKERS",581.2400,0.00,"MM","MULTIMEDIA/SPEAKERS/POINTERS","2.1","SONICGEAR"
"SPATIUM M461 NVME 1TB","MSI SPATIUM M461 NVME M.2 1TB SSD",5998.3300,0.00,"","","","MSI"
"SPEEDPOINTROLL","SPEED POINT ROLLS FOR NEDBANK TERMINALS",4.6500,0.00,"POS","POINT OF SALE","","OEM"
"SPEEDPOINTROLL_BOX","SPEED POINT ROLL BOX OF 100",633.5400,0.00,"POS","POINT OF SALE","","OEM"
"SPIRAL","SPIRAL BINDING 1.5M",406.2400,0.00,"AC","ACCESSORIES","","OEM"
"SPIRAL-2","CABLE WRAP WITH BOX PACKING 1.5M",290.9100,0.00,"CAB","CABLES","OEM","MLINK"
"SPLIT01","SPLITTER CABLE FOR MODEM AND WIFI",454.5500,0.00,"CAB","CABLES","SPLIT","MLINK"
"SPLIT02","DC MALE TO MALE 1.2M",454.6400,0.00,"CAB","CABLES","CAB","MLINK"
"SPLIT03","DC MALE TO FEMALE 1.2MTR",394.1900,0.00,"CAB","CABLES","CAB","MLINK"
"SPLIT04","CCTV SPLITTER 1X FEMALE TO 4X MALE CABLE",72.7300,2.00,"CAB","CABLES","","MLINK"
"SPLIT07","MICROWORLD USB EXTENSION CABLE 9 PIN FEM",272.7300,0.00,"CAB","CABLES","","MLINK"
"SPLITERPOWER","POWER CABLE - SPLITTER (2 WAY) 1.7",240.2300,0.00,"CAB","CABLES","LINK","MLINK"
"SPOON","SPOON",11.3900,0.00,"","","",""
"SPS-730MPCBEU","TT POWER SUPPLY, SMART SE 730W 87% EF",1380.4700,0.00,"PSU","POWER SUPPLY UNITS","",""
"SR-1516","16CH VIDEO INPUT, 1CHANNEL VIDEO OUTPUT",9103.4800,0.00,"CCT","CCTV","",""
"SR-208","COLOR SMALL BULLET INDOOR CCD 420TVL",416.8200,7.00,"CCT","CCTV","CAM","OEM"
"SR-2183F4C","CAM OUTDOOR HI RES 520TVL",1278.2800,0.00,"CCT","CCTV","",""
"SR-808M6","8 CHANNEL VIDEO CAPTURE CARD",1374.4900,0.00,"CCT","CCTV","",""
"SR-863H4","WIRELESS CMOS CAMERA COLOR",826.9600,0.00,"CCT","CCTV","",""
"SR-9104B","4CH AUDIO/VIDEO REAL TIME, 10BIT",805.7400,0.00,"CCT","CCTV","",""
"SR-CDC(M)-ROW","DC WIRE JACK DC(M) TO ROW",21.6800,0.00,"CCT","CCTV","CAB","OEM"
"SR-E3148","COLOR 1/3 SONY SUPER CAMERA",1329.6000,0.00,"CCT","CCTV","",""
"SR-WX3134CEXP4","1/3M SONY EXVIEW CCD 420TVL 3 7MM LEN",2059.6200,8.00,"CCT","CCTV","CAM","OEM"
"SSD BRACKET","SSD BRACKET FOR 2.5"" DRIVE TO 3.5"" BAY M",20.0000,0.00,"HDD","HARD DRIVES","BRACK","MLINK"
"SSD120GBSATA3","SOLID STATE 120GB DRIVE",449.1900,0.00,"SSD","SSD DRIVES","SSD","ADATA"
"SSD240GBSATA3","SOLID STATE 240GB DRIVE",803.4600,0.00,"SSD","SSD DRIVES","SSD","ADATA"
"SSD25S3T128GLT","XTL-200 SSD 2.5"" SATA III 128GB",1125.0000,0.00,"SSD","SSD DRIVES","OCPC",""
"SSD480GBSATA","SOLID STATE 480GB DRIVE",1092.6800,0.00,"SSD","SSD DRIVES","SSD","ADATA"
"SSD960GBSATA3","SOLID STATE 960GB DRIVE",2063.9800,0.00,"SSD","SSD DRIVES","SSD","SANDISK"
"ST1000DM014","SEAGATE SATA3 1000GB 7200RPM 64MB 3.5",1480.0000,0.00,"HDD","HARD DRIVES","","SEAGATE"
"ST1000LM049","SEAGATE BARRACUDA PRO 1TB; 2.5'' NOTEBOO",1478.6700,0.00,"HDD","HARD DRIVES","","SEAGATE"
"ST16000VE004","SEAGATE SKYHAWK AI 3.5"" SATA III INTERNA",6518.6700,0.00,"HDD","HARD DRIVES","","SEAGATE"
"ST2-BK","ORICO SCREWDRIVER 28 IN 1 SET",258.8100,0.00,"AC","ACCESSORIES","TOOL","ORICO"
"ST2000DM008","SEAGATE 2TB 3.5'' INTERNAL HDD",1925.3600,0.00,"HDD","HARD DRIVES","HDDINT","SEAGATE"
"ST2000VX017-H","SEAGATE SKYHAWK ST2000VX017 2TB 3.5"" HDD",1617.3300,0.00,"HDD","HARD DRIVES","","SEAGATE"
"ST3105GS","NETIS 5 PORT GIGABIT SWITCH",335.1400,0.00,"NC","NETWORK DEVICES","",""
"ST3108GS","NETIS 8 PORT GIGABIT SWITCH",444.4300,0.00,"NC","NETWORK DEVICES","",""
"ST4000DM004","SEAGATE 4TB 3.5"" BARRACUDA DESKTOP HDD S",2934.8100,0.00,"HDD","HARD DRIVES","HDDINT","SEAGATE"
"ST4000VX016-H","SEAGATE SKYHAWK ST4000VX016 4TB 3.5'' HD",1986.6700,0.00,"HDD","HARD DRIVES","","SEAGATE"
"ST500LM030","SEAGATE BARRACUDA HDD 500GB 2.5"" 5400RPM",532.0000,0.00,"HDD","HARD DRIVES","HDDINT","SEAGATE"
"ST6000DM003","SEAGATE BARRACUDA 6TB; 3.5'' INTERNAL; S",3622.6700,0.00,"HDD","HARD DRIVES","",""
"STAND","STAND FOR BARCODE SCANNER",147.4300,3.00,"POS","POINT OF SALE","STAND","MLINK"
"STAND-COOL-YL-339-LQ","LAPTOP COOLING STAND",221.3300,0.00,"NB","NOTEBOOK ACCESORIES","",""
"STE001","STEREO 3M MALE TO FEMALE",136.3600,3.00,"CAB","CABLES","AUDIO","MLINK"
"STE002","STEREO MALE TO STEREO FEMALE 2M/1.5M",100.5600,0.00,"CAB","CABLES","AUDIO","MLINK"
"STE003","USB TO STEREO 10CM",348.4800,0.00,"CAB","CABLES","AUDIO","MLINK"
"STE004","STEREO 3.5MM MALE TO USB FEMALE 10CM",70.2000,2.00,"CAB","CABLES","LINK","MLINK"
"STE005","STEREO MALE TO 1X HEADSET 1X MIC",109.9900,0.00,"CAB","CABLES","CAB","MLINK"
"STE007","STEREO 3.5MM MALE TO FEMALE EXT 5M CABLE",252.5300,0.00,"CAB","CABLES","","OEM"
"STE008","STEREO MALE TO X2 FEMALE HEADSET",136.3700,0.00,"CAB","CABLES","LINK","MLINK"
"STE011","STEREO 3.5MM MALE TO 6.3MM FEMALE",48.7200,0.00,"ADA","ADAPTORS","STEREO","MLINK"
"STE012","STEREO 3.5 FEMALE TO 6.3 MALE",66.2200,5.00,"CAB","CABLES","LINK","MLINK"
"STE100","FEMALE STEREO TO 2 MALE STEREO CABLE",272.8200,0.00,"CAB","CABLES","CAB","MLINK"
"STE1000","STEREO MALE TO FEMALE 10MTR",363.6400,0.00,"CAB","CABLES","","OEM"
"STE1001","STEREO MALE TO 2 X RCA MAE 10M CABLE",363.6400,0.00,"CAB","CABLES","AUDIO","MLINK"
"STE2BLU","STEREO TO BLUETOOTH * BUILT IN BATTERY",590.9100,0.00,"AC","ACCESSORIES","",""
"STEALTH 18 AI STUDIO A1VH","MSI STEALTH 18 GAMING LAPTOP",67061.2500,0.00,"ONB","NOTEBOOKS & TABLETS","",""
"STEREO/5M","STEREO CABLE 5M MALE TO MALE",190.9100,0.00,"CAB","CABLES","","MATRIX"
"STEREO/MF2","STEREO MALE TO STEREO FEMALE 2M/1.5M",100.0000,0.00,"CAB","CABLES","AUDIO","MLINK"
"STEREO/MF3","STEREO CABLE MALE TO FEMALE 3M",181.8200,0.00,"CAB","CABLES","","MATRIX"
"STEREO/MF5","STEREO MALE TO STEREO FEMALE 5M",239.3600,0.00,"CAB","CABLES","","MATRIX"
"STEREO/RCA","STEREO 3.5MM TO 2 X RCA 25CM - 2M",159.6500,0.00,"CAB","CABLES","","MATRIX"
"STEREO3M","STEREO TO STEREO 3M MALE-MALE",92.0600,10.00,"CAB","CABLES","LINK","MLINK"
"STEREO5M","STEREO CABLE 5M MALE TO MALE",272.7300,0.00,"CAB","CABLES","LINK","MLINK"
"STEREOM-M-3M-L","LINDY 3M 3.5MM STEREO MALE TO MALE CABL",481.8200,0.00,"CAB","CABLES","",""
"STEREOM/M","STEREO CABLE MALE TO MALE 1.5M/2M",100.0000,0.00,"CAB","CABLES","","OEM"
"STETO3RCA","MALE STEREO TO MALE RCA 1.5M",181.8200,0.00,"CAB","CABLES","LINK","MLINK"
"STICKERS","IH - PRICE GUN STICKERS",21.2500,0.00,"POS","POINT OF SALE","","OEM"
"STJL1000400","SEAGATE BASIC 1TB 2.5 EXTERNAL PORTABLE",1358.6700,0.00,"HDD","HARD DRIVES","","SEAGATE"
"STJL2000400","SEAGATE BASIC 2TB 2.5"" EXTERNAL PORTABLE",1705.3300,1.00,"HDD","HARD DRIVES","HDDEXT","SEAGATE"
"STJL4000400","SEAGATE 4TB 2.5 PORTABLE HARD DRIVE",2856.6100,0.00,"HDD","HARD DRIVES","HDDEXT","SEAGATE"
"STJL5000400","SEAGATE BASIC 5TB 2.5 EXTERNAL PORTABLE",3065.3300,0.00,"HDD","HARD DRIVES","HDDEXT","SEAGATE"
"STKM1000400","SEAGATE 1TB 2.5 EXPANSION PORTABLE",1783.9400,0.00,"HDD","HARD DRIVES","HDDEXT",""
"STKM2000400","SEAGATE® 2.0TB 2.5"" EXPANSION PORTABLE U",1784.7900,0.00,"HDD","HARD DRIVES","HDDEXT",""
"STKM4000400","SEAGATE 4TB 2.5 EXPANSION PORTABLE DRIVE",2994.5900,0.00,"HDD","HARD DRIVES","HDDEXT","SEAGATE"
"STKM5000400","SEAGATE 5TB 2.5 EXPANSION PORTABLE DRIVE",2934.7100,0.00,"HDD","HARD DRIVES","HDDEXT",""
"STKP24000400","SEAGATE 24TB 3.5 EXPANSION DESKTOP USB",9362.0400,0.00,"HDD","HARD DRIVES","HDDEXT",""
"STKX2000400","SEAGATE 2TB GAME DRIVE FOR XBOX BLACK RG",2184.2600,0.00,"HDD","HARD DRIVES","2TB","SEAGATE"
"STKY1000400","SEAGATE ONE TOUCH 1TB; 2.5''; USB 3.0; E",1598.6700,0.00,"HDD","HARD DRIVES","",""
"STKY2000400","SEAGATE ONE TOUCH 2TB; 2.5'';USB 3.0; EX",2052.0000,0.00,"HDD","HARD DRIVES","","SEAGATE"
"STKZ4000400","SEAGATE ONE TOUCH 4TB; 2.5'', USB 3.0; E",2925.3300,0.00,"HDD","HARD DRIVES","",""
"STKZ5000400","SEAGATE STKZ5000400 ONE TOUCH 5TB; 2.5''",3555.7100,0.00,"HDD","HARD DRIVES","","SEAGATE"
"STNA4000400","LACIE RUGGED SSD PRO5 4TB – THUNDERBOLT",14598.1200,0.00,"SSD","SSD DRIVES","","SEAGATE"
"STORM T3 120 3PK","ANTEC STORM T3 120 PWM CASE FAN - 3PACK",480.0000,0.00,"FAN","FANS","","ANTEC"
"STYLUS","JT 18 STYLUS TOUCH PEN",200.0000,0.00,"AC","ACCESSORIES","","MLINK"
"SU807A","SAMSUNG MLT-D111L H-YIELD BLK TONER CART",1396.5000,0.00,"PRC","PRINTER CONSUMABLES","TONER","SAMSUNG"
"SU819A","SAMSUNG MLT-D111S BLACK TONER FOR M2020/",1247.1700,0.00,"PRC","PRINTER CONSUMABLES","TONER","SAMSUNG"
"SUR003","USB TO DVI+HDMI+VGA",613.8500,0.00,"CAB","CABLES","",""
"SUR004","USB3.0 TO HDMI ADAPTER",505.1400,8.00,"ADA","ADAPTORS","LINK","MLINK"
"SUR005","USB3.0 TO VGA+HDMI",732.5000,0.00,"ADA","ADAPTORS","USBA","MLINK"
"SUR009","MICROWORLD HDMI MALE TO USB FEMALE CONVE",750.0000,0.00,"ADA","ADAPTORS","",""
"SW-804","SWITCH 8 PORT 10/100MBPS FAST",284.0000,0.00,"NC","NETWORK DEVICES","",""
"SWA2105W/10","PHILIPS 0.75MM SPEAKER CABLE 10MTR",990.9100,20.00,"CAB","CABLES","PHI","PHILIPS"
"SWA2520W/10","PHILIPS STEREO TO RCA 3MTR",254.1200,0.00,"CAB","CABLES","PHI","PHILIPS"
